"file_path","classification","reason","actually_clean","notes"
"tests/test_typed_contracts.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"hlf_mcp/hlf/compiler.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/effect_extractor.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_enterprise.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_server_enterprise.py","EXPERIMENTAL","4+ hlf_mcp imports (14)","YES",""
"compounding_benchmark.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"hlf_mcp/hlf/benchmark_legacy.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/real_code_bridge/__init__.py","EXPERIMENTAL","4+ hlf_mcp imports (13)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_backend_benchmark.py","EXPERIMENTAL","4+ hlf_mcp imports (13)","YES",""
"tests/test_orchestration_contracts.py","EXPERIMENTAL","4+ hlf_mcp imports (13)","YES",""
"hlf_mcp/bridges/msty_claw/__init__.py","EXPERIMENTAL","4+ hlf_mcp imports (12)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_capsule.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_capsule_pointer_trust.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_gallery_modules.py","EXPERIMENTAL","4+ hlf_mcp imports (12)","YES",""
"tests/test_knowledge_contracts.py","EXPERIMENTAL","4+ hlf_mcp imports (12)","YES",""
"hlf_mcp/hlf/capability_manifest.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/formal_verifier.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/latent_capsule.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/spine_proof.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_p1_risk_surfaces.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"hlf_mcp/ecosystem/schema_translator.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/checkpoint_executor.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/governed_complete.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/operator_cli.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_handoff.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/run_pipeline_scheduled.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"tests/test_proof_matrix.py","EXPERIMENTAL","4+ hlf_mcp imports (10)","YES",""
"tests/test_routing_contracts.py","EXPERIMENTAL","4+ hlf_mcp imports (10)","YES",""
".github/scripts/governed_review_contract.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"hlf_mcp/hlf/routing/edge_cases.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_constitutional_check.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_execution_admission.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_formal_verifier.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_hks_live_embeddings.py","EXPERIMENTAL","4+ hlf_mcp imports (9)","YES",""
"tests/test_ollama_pulse.py","EXPERIMENTAL","4+ hlf_mcp imports (9)","YES",""
"tests/test_operator_proof.py","EXPERIMENTAL","4+ hlf_mcp imports (9)","YES",""
"tests/test_real_code_bridge.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_secret_management.py","EXPERIMENTAL","4+ hlf_mcp imports (9)","YES",""
"_agent_onboarding.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"hlf_mcp/evidence_query.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/ascii_proof_surface.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/hlflsp.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/multi_phase_executor.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/two_channel_executor.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/typed_effect_algebra.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_swarm.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/weekly_artifacts.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_complex_workflow_benchmarks.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_doc_ingest.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_governance_proofs.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_hlf_dxtools.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_inductive_prover.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_intent_normalizer.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_moe_router.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_pii_guard.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_pillar_and_consistency.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_spine_proof.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_swarm_consensus.py","EXPERIMENTAL","4+ hlf_mcp imports (8)","YES",""
"tests/test_verification_gating.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"hlf_mcp/hlf/corrector.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/knowledge/__init__.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/real_code_bridge/bytecode_roundtrip.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing/load_balancer.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing/stress_testing.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/tool_contracts.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"tests/test_dream_promotion.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_evidence_schema.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_governed_review.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_hks_memory.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_memory_evidence.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_memory_freshness_integration.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_multi_phase_execution.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_security.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_stdlib.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"tests/test_weekly_artifacts.py","EXPERIMENTAL","4+ hlf_mcp imports (7)","YES",""
"validate_phase2_and_3.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"validate_phase2_phase3.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"assess_fluency.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"hlf_mcp/hlf/cross_agent_benchmark.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/proof_depth.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/real_code_bridge/proof_matrix.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing/failover.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_memory.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/hlf_ab_test.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"scripts/run_hlf_gallery.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"scripts/stress_test_governance_advanced.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"scripts/stress_test_governed_latent.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"tests/test_agent_identity.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_ascii_surface.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_ecosystem_java.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_ecosystem_rust.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_load_50_capsules.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_model_certification.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_model_version.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_msty_memory_bridge.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_multimodal_safety.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_output_schema_variants.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_session_auth.py","EXPERIMENTAL","4+ hlf_mcp imports (6)","YES",""
"tests/test_swarm.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_symbolic_surfaces.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"hlf_mcp/ecosystem/resilience_coordinator.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/ecosystem/watch_workflow.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/audit_trail.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/inductive_prover.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/real_code_bridge/effect_audit.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_completion.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/hlf_backup.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"tests/test_governed_ingress.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
"tests/test_insaits.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_model_requirements.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
"tests/test_persona_contract.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
"tests/test_structured_outputs.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
"tests/test_tool_dispatch.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
"tests/test_workflow_benchmark.py","EXPERIMENTAL","4+ hlf_mcp imports (5)","YES",""
".github/scripts/emit_weekly_artifact.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"hlf_mcp/hlf/ascii_surface.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/codegen.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/hlfsh.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/knowledge/consistency_proof.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/memory_lease_hardening.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/plan_versioning.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/swarm_mechanics.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/workflow_benchmark.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_instinct.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_native.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_verifier.py","EXPERIMENTAL","classification_hint=LEAVE","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/benchmark_code_generation.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"scripts/benchmark_gpu_comparison.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"scripts/parisneo_lollms_demo.py","EXPERIMENTAL","classification_hint=LEAVE","YES",""
"tests/test_authority_surface.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_embodied_contracts.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_hitl_gate.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_hitl_integration.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_hlfpm.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_memory_freshness.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_merkle_dr.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_msty_audit_bridge.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_overwatch.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"tests/test_resource_monitor.py","EXPERIMENTAL","4+ hlf_mcp imports (4)","YES",""
"benchmark_runner2.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"hlf_mcp/gallery/type_explorer.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/capsules.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/counterexample_quality.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/cross_witness.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/hlfpm.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/hlftest.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/knowledge/freshness_guarantee.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/latent_model_interface.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/model_availability.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/parametric_proofs.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/real_code_bridge/equivalence.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing_contracts.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/gate_integration.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/rag/memory.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_workflow_benchmark.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/generate_tm_grammar.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"test_session_auth.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_entropy_anchor.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
